housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
5350,46,2533,402,981,500001,386
5351,26,4473,923,1518,500001,805
5352,20,2079,268,720,500001,282
5353,17,1298,174,420,500001,190
5354,36,1831,296,871,500001,269
5355,19,1730,386,994,500001,363
5356,23,601,95,228,500001,106
5357,38,2458,576,1047,412500,554
5358,35,3105,559,1253,500001,531
5359,10,2113,459,859,500001,432
5360,16,2814,701,1139,460000,658
5361,27,1907,261,681,500001,249
5362,39,2113,332,800,500001,327
5363,31,3053,635,1234,500001,577
5364,29,1975,348,771,500001,357
5365,22,1358,272,574,500001,267
5366,37,2089,312,834,500001,305
5367,28,1873,286,635,461300,283
5368,34,3863,537,1398,500001,511
5369,32,1028,145,394,500001,149
5370,47,1467,203,577,500001,204
5371,44,2237,592,1794,207700,543
5372,30,2846,727,2120,254200,672
5373,18,767,130,254,340400,118
5374,45,3005,771,2054,309100,758
5375,33,2614,569,1665,271600,553
5376,24,101,23,85,237500,30
5377,15,1492,277,666,340400,289
5378,14,1230,279,669,308300,269
5379,13,1722,536,1161,232500,481
5380,25,3442,1050,1890,319400,914
5381,5,1101,318,491,319400,287
5382,12,1006,201,520,372800,199
5383,6,4376,1394,2435,327300,1250
5384,8,7297,2331,3870,300000,2144
5385,9,515,201,397,184400,228
5386,7,3711,1192,1764,366700,1147
5387,3,2610,756,1322,281300,692
5388,4,5825,1866,3390,320000,1752
5389,11,1450,509,746,55000,437
5390,1,6152,1978,3397,275000,1845
5391,41,2101,569,1756,222100,527
5392,21,1366,375,1237,230900,370
5393,52,888,170,514,202800,161
5394,42,1809,424,1094,143000,382
5395,50,912,255,705,185700,246
5396,40,542,161,442,333300,131
5397,49,1465,278,727,289400,290
5398,48,1262,223,637,427300,221
5399,51,1740,311,788,373600,306
5400,43,1733,429,855,340800,387
5401,2,1706,516,894,372700,435
5402,46,904,176,358,344200,158
5403,26,2059,659,1349,352400,588
5404,20,1552,388,867,346700,352
5405,17,1193,205,488,357600,224
5406,36,975,189,489,331000,202
5407,19,1039,303,606,343800,274
5408,23,1240,320,711,318100,304
5409,38,2083,528,993,353900,481
5410,35,1164,265,561,350900,251
5411,10,1592,308,783,386000,321
5412,16,1408,246,651,400000,240
5413,27,1309,221,534,418800,228
5414,39,1328,250,626,440100,228
5415,31,1361,240,559,354300,229
5416,29,2424,418,1123,405800,417
5417,22,2242,490,921,500001,461
5418,37,1487,242,675,489800,247
5419,28,3278,632,1321,465700,617
5420,34,2172,437,830,500001,368
5421,32,1528,244,634,500001,242
5422,47,2403,516,1001,500001,514
5423,44,629,131,326,374300,156
5424,30,4374,1311,2165,463600,1185
5425,18,3244,815,1423,340800,781
5426,45,2243,444,973,414100,413
5427,33,3167,737,1248,394700,665
5428,24,2995,942,2626,450000,947
5429,15,1430,357,805,307000,362
5430,14,3292,1134,1655,348800,898
5431,13,2664,842,1745,301900,789
5432,25,1728,442,1161,310000,420
5433,5,4702,1472,2636,225000,1334
5434,12,2224,618,1594,315500,625
5435,6,2731,535,1280,420100,510
5436,8,1300,356,703,394000,311
5437,9,3133,1021,2242,412500,1002
5438,7,1527,279,746,446600,285
5439,3,2526,528,1046,500001,504
5440,4,2061,396,907,420000,393
5441,11,1462,338,821,362200,341
5442,1,1798,353,835,355800,314
5443,41,1909,359,867,334700,345
5444,21,1287,346,806,321300,311
5445,52,2148,597,1341,324000,559
5446,42,5822,1707,3335,243100,1585
5447,50,1562,377,874,324300,368
5448,40,1594,369,952,335400,362
5449,49,1996,489,960,344200,449
5450,48,1930,456,1002,458600,410
5451,51,6128,1963,3586,310900,1815
5452,43,513,98,266,343100,103
5453,2,4098,1100,2054,345600,1053
5454,46,388,83,248,326700,84
5455,26,1392,260,679,346900,247
5456,20,711,148,347,297200,153
5457,17,1235,390,891,287500,376
5458,36,2331,636,1839,263500,537
5459,19,614,174,538,235700,159
5460,23,1875,501,1491,321400,526
5461,38,2586,765,1801,305800,737
5462,35,1312,376,1178,300000,330
5463,10,1146,310,833,285000,270
5464,16,854,235,645,239300,198
5465,27,1901,679,865,425000,587
5466,39,2219,686,1107,387500,590
5467,31,1568,501,764,414300,478
5468,29,1523,447,636,412500,408
5469,22,2167,622,1095,358700,570
5470,37,2155,721,1082,267500,637
5471,28,1438,454,665,500001,416
5472,34,709,329,388,350000,313
5473,32,1010,244,573,363200,242
5474,47,1158,253,528,334700,253
5475,44,1122,287,531,335900,256
5476,30,941,230,493,325800,206
5477,18,888,206,376,372000,194
5478,45,1777,362,896,348300,334
5479,33,1606,408,862,345800,354
5480,24,1923,408,1142,326700,433
5481,15,3125,785,1720,325000,713
5482,14,1829,472,779,339000,424
5483,13,885,285,562,303800,268
5484,25,1828,460,1075,360600,453
5485,5,2388,591,1009,466700,556
5486,12,1214,300,478,500001,265
5487,6,2217,520,806,500001,458
5488,8,2737,808,1157,500001,696
5489,9,1132,269,654,343100,264
5490,7,1919,405,953,420800,371
5491,3,2520,726,964,500001,663
5492,4,1658,427,648,500001,378
5493,11,9430,2473,3408,500001,2003
5494,1,2461,521,777,500001,447
5495,17,895,181,237,500001,149
5496,41,1526,339,705,321800,268
5497,21,684,161,381,272000,159
5498,52,3550,934,3738,271200,880
5499,42,1307,441,884,276300,456
5500,50,3771,1180,2355,287500,978
5501,40,1701,482,1428,284600,494
5502,49,2243,495,1135,324000,465
5503,48,8324,1590,2927,351700,1538
5504,51,1899,461,1260,320000,415
5505,43,2483,548,1212,302900,493
5506,2,5548,1245,2847,366900,1229
5507,46,475,155,236,450000,153
5508,26,2558,558,1328,301300,541
5509,20,1432,308,782,303900,303
5510,17,3014,822,3212,215000,777
5511,36,740,171,599,248900,194
5512,19,1724,419,1079,263800,394
5513,23,1062,305,1026,265500,307
5514,38,1089,234,632,276100,215
5515,35,1613,380,1113,276700,356
5516,10,3331,777,1695,307200,735
5517,16,993,175,374,357200,180
5518,33,2715,458,1151,362600,434
5519,24,1097,186,513,361400,185
5520,15,2700,510,1146,345900,506
5521,14,2198,352,839,350800,335
5522,13,1361,252,581,340700,263
5523,25,1436,374,662,329400,292
5524,5,1113,234,584,316000,231
5525,12,303,69,131,331800,73
5526,6,6699,1781,2725,285700,1544
5527,8,1629,275,668,387200,266
5528,9,2298,388,849,363500,360
5529,7,1877,314,877,363600,320
5530,3,1802,306,753,356000,282
5531,4,1464,224,581,365900,232
5532,11,2789,503,3732,352300,474
5533,1,1462,240,562,365200,237
5534,41,1282,216,494,365900,209
5535,21,1104,216,415,422000,163
5536,52,1860,345,800,500001,355
5537,42,2799,491,978,500001,447
5538,50,1901,270,704,500001,254
5539,40,70,7,17,500001,4
5540,49,4393,966,1257,356100,579
5541,48,14891,3984,6270,283200,3595
5542,51,913,161,451,411200,172
5543,43,714,118,314,432100,117
5544,2,2526,452,996,456600,441
5545,46,1089,174,502,434800,180
5546,26,1364,248,494,456300,242
5547,20,2825,453,1221,377200,461
5548,17,2416,454,1028,330700,409
5549,36,1833,355,847,287800,348
5550,19,1859,337,813,294500,326
5551,23,2395,458,1287,299000,450
5552,38,3259,967,2003,400000,920
5553,35,1821,588,1397,187500,523
5554,10,6955,2062,3591,247600,1566
5555,16,1138,228,497,303300,228
5556,27,412,128,310,266700,137
5557,39,1044,219,567,284400,222
5558,31,2038,394,1086,289600,387
5559,29,3097,791,1075,500001,639
5560,22,2723,547,1090,500001,519
5561,37,2076,332,771,500001,327
5562,28,1761,409,1309,175900,357
5563,34,620,133,642,159600,162
5564,32,1273,309,1203,162000,348
5565,47,2475,532,1416,156400,470
5566,44,2025,618,2231,151200,593
5567,30,2503,532,1735,162800,505
5568,18,2758,675,2047,179700,591
5569,45,2307,493,1754,232800,528
5570,33,2082,612,2009,184100,548
5571,24,2810,614,1578,200600,601
5572,15,1700,340,864,238700,317
5573,14,2016,365,1083,230200,369
5574,13,1511,274,853,251300,308
5575,25,1391,420,1378,222200,377
5576,5,3559,869,2965,216700,794
5577,12,1428,268,825,239600,250
5578,6,1241,226,621,232400,255
5579,8,123,36,142,200000,40
5580,9,2693,661,1598,240200,618
5581,7,2716,660,1807,226300,661
5582,3,2880,802,2083,223400,727
5583,4,1499,340,1141,213600,326
5584,11,2080,560,2096,184400,506
5585,1,2659,765,2629,175900,726
5586,41,5544,1068,3008,282700,1038
5587,21,2790,513,1498,268300,519
5588,52,3096,757,2048,233300,704
5589,42,2793,686,2255,235300,682
5590,50,2782,884,1790,203300,748
5591,40,3569,924,2159,224200,880
5592,49,2572,504,1172,304100,519
5593,48,2004,481,1658,171100,456
5594,51,1697,394,1274,163100,396
5595,43,1291,230,835,181500,215
5596,2,1205,340,1799,128000,370
5597,46,636,169,788,131300,143
5598,26,239,135,165,187500,112
5599,20,1446,327,980,177700,319
5600,17,2218,561,1789,182300,527
5601,36,1513,365,1227,184600,354
5602,19,1471,329,1207,165500,335
5603,23,1895,420,1422,191300,389
5604,38,1989,458,1668,168000,455
5605,35,2233,591,1915,169100,558
5606,10,3708,1016,2855,165400,948
5607,16,1867,571,951,154200,498
5608,27,1068,283,1180,157500,274
5609,39,1115,412,1472,146200,396
5610,31,1535,369,1291,174000,340
5611,29,1672,491,1723,174500,462
5612,22,2109,651,2120,158700,605
5613,37,1417,359,1450,172000,367
5614,28,1349,371,1716,138100,380
5615,34,1730,460,1724,150400,424
5616,32,981,286,1183,139800,298
5617,47,2188,706,2265,164700,652
5618,44,1162,264,1044,205600,241
5619,30,59,24,69,350000,23
5620,18,1239,473,1524,154700,387
5621,45,296,139,511,182100,133
5622,33,574,173,784,152300,162
5623,24,2191,739,2931,163100,692
5624,15,886,253,809,164200,219
5625,14,2272,694,2567,150600,595
5626,13,3354,1174,4426,167300,1110
5627,25,1212,304,1076,160100,293
5628,5,1731,485,2115,141300,478
5629,12,22,11,32,112500,7
5630,6,3821,795,2831,346200,769
5631,8,9659,1716,4336,290500,1674
5632,9,307,69,374,146900,65
5633,7,1305,381,1384,186800,369
5634,3,393,189,429,187500,188
5635,4,1751,512,1939,200000,503
5636,11,2442,719,1916,208300,646
5637,1,855,271,486,350000,250
5638,41,2356,440,1291,416100,418
5639,21,6097,1270,2678,285200,1226
5640,52,967,175,481,265600,163
5641,42,1958,386,1098,273400,380
5642,50,2223,410,1163,270800,413
5643,40,2464,472,1111,350000,457
5644,49,5042,974,2260,351200,935
5645,48,1650,443,1359,192400,386
5646,51,1957,517,1454,203100,526
5647,43,1319,292,766,218900,285
5648,2,1503,411,1368,195300,390
5649,46,1438,472,1018,306700,399
5650,26,1382,361,905,238300,344
5651,20,2074,533,1311,225800,531
5652,17,1854,519,1151,225000,486
5653,36,2492,711,1699,242300,672
5654,19,2835,711,1669,268500,652
5655,23,1731,11,866,255400,403
5656,38,3075,860,1584,260500,806
5657,35,1725,295,799,368500,306
5658,10,1665,280,656,351900,282
5659,16,2625,673,1184,285200,606
5660,27,2852,603,1130,293900,560
5661,39,2025,361,957,350000,363
5662,31,1853,556,2090,248100,539
5663,29,2602,802,2178,234500,737
5664,22,2085,588,1767,243200,516
5665,37,2137,559,1550,227200,529
5666,28,3161,15,1865,231700,771
5667,34,2469,584,1253,257500,535
5668,32,2647,658,1459,253400,595
5669,47,2510,583,1388,267800,554
5670,44,2582,606,1304,276400,588
5671,30,1642,287,692,321500,288
5672,18,2711,508,1372,326700,459
5673,45,2168,357,1171,311900,374
5674,33,2265,366,986,409800,388
5675,24,1099,168,407,500001,159
5676,15,6191,1081,2297,446700,1023
5677,14,3135,746,1815,300000,697
5678,13,1297,246,611,401900,242
5679,25,2790,16,1167,361500,441
5680,5,1644,471,780,464300,416
5681,12,1933,475,902,332800,412
5682,6,2809,666,1316,303800,633
5683,8,2651,590,1103,254300,508
5684,9,1568,452,801,225000,422
5685,7,2842,522,1624,287500,510
5686,3,3857,607,1695,396400,572
5687,4,2377,362,1055,367100,362
5688,11,3019,469,1349,394100,462
5689,1,3812,595,1645,380100,591
5690,17,2288,439,1079,361000,434
5691,41,1912,308,896,352700,314
5692,21,1061,208,514,254200,208
5693,52,1541,280,753,292100,264
5694,42,2839,592,1413,271200,538
5695,50,3150,518,1392,336900,480
5696,40,2421,475,1232,296200,454
5697,49,1535,283,816,312100,287
5698,48,1666,280,788,344400,273
5699,51,2485,418,1226,329500,406
5700,43,890,179,555,271900,200
5701,2,1979,496,1157,217700,459
5702,46,2062,396,1089,301200,375
5703,26,1954,368,967,261300,370
5704,20,1428,325,836,209200,302
5705,17,1107,194,518,263700,195
5706,36,1805,303,838,326600,301
5707,19,2174,418,1030,341700,395
5708,23,2988,719,1357,268000,657
5709,38,2584,608,1217,273400,568
5710,35,1464,406,693,200000,380
5711,10,1399,390,859,234800,386
5712,16,2476,506,1271,263900,485
5713,33,1722,406,926,252000,371
5714,24,2510,535,1516,267000,542
5715,15,309,47,121,285000,45
5716,14,1477,280,750,317900,295
5717,13,1473,294,807,306300,296
5718,25,2067,452,1282,309900,455
5719,5,3817,886,1888,245600,829
5720,12,2507,517,1232,241300,470
5721,6,8206,1186,3141,462200,1150
5722,8,1853,345,757,422000,310
5723,9,1708,280,768,457400,276
5724,7,2332,10,943,446600,339
5725,3,14556,2077,5459,500001,2017
5726,4,959,204,446,331300,210
5727,11,4704,920,1895,400000,886
5728,1,2443,492,1115,409800,493
5729,41,2672,335,1113,500001,318
5730,21,4524,1005,2099,366700,937
5731,52,8590,1231,3401,472700,1178
5732,42,434,74,199,420500,75
5733,50,1788,267,735,375700,266
5734,40,5550,881,2465,446100,862
5735,49,3105,582,1359,429100,547
5736,48,1649,522,1332,257100,483
5737,51,2124,370,998,370400,372
5738,43,2549,591,1156,374300,546
5739,2,2187,284,733,406200,274
5740,46,1904,297,797,380400,286
5741,26,2477,385,993,368100,371
5742,20,1532,292,631,372900,275
5743,17,5131,1436,2690,280000,1371
5744,36,5949,1417,2593,318600,1337
5745,19,2943,769,1312,187500,656
5746,23,2919,857,1866,206300,811
5747,38,3407,885,1883,351100,870
5748,35,1560,280,825,354700,269
5749,10,5036,1299,3164,238700,1175
5750,16,1865,360,973,321200,349
5751,27,2332,433,1135,331200,440
5752,39,2010,14,908,374000,326
5753,31,2287,295,829,500001,296
5754,29,3034,406,1158,498400,399
5755,22,2243,339,911,446800,319
5756,37,2602,418,1137,358000,419
5757,28,1602,265,667,323500,251
5758,34,2195,336,878,365600,309
5759,32,2664,651,1553,256300,629
5760,47,3852,1066,2986,255400,993
5761,44,1732,305,875,292600,311
5762,30,4292,1075,2719,286600,987
5763,18,1262,338,1019,241900,332
5764,45,413,107,349,189800,107
5765,33,2238,682,1882,208300,611
5766,24,4041,1169,3309,222400,1117
5767,15,48,14,74,162500,16
5768,14,1257,318,764,238000,319
5769,13,1875,460,869,243600,438
5770,25,3213,874,2401,256800,819
5771,5,1453,356,787,255500,345
5772,12,2265,637,1684,217100,561
5773,6,3018,806,2205,220200,742
5774,8,1744,536,1494,230800,531
5775,9,830,183,479,253700,179
5776,7,1301,253,637,252700,260
5777,3,1393,290,605,257400,282
5778,4,1775,525,950,177100,522
5779,11,2981,894,1941,178600,863
5780,1,3340,945,2315,252300,846
5781,41,2481,756,1763,247500,675
5782,21,850,162,493,298800,160
5783,52,2734,658,1562,284100,607
5784,42,1235,271,499,282600,263
5785,50,3712,1005,1888,209600,890
5786,40,3700,945,1681,200000,905
5787,49,5282,1605,4116,209800,1574
5788,48,4852,1465,3171,192900,1332
5789,51,1238,338,605,228100,331
5790,43,1377,444,768,187500,422
5791,2,3960,1027,1729,193800,978
5792,46,2865,864,2061,201300,790
5793,26,3196,994,2929,219500,983
5794,20,2909,1021,2614,229000,935
5795,17,2294,716,1686,258300,680
5796,36,2864,844,1745,224300,803
5797,19,1843,554,1402,254000,512
5798,23,1813,560,1501,238000,544
5799,38,1644,395,959,257700,383
5800,35,2170,401,1043,269000,394
5801,10,2063,670,1892,202300,643
5802,16,4877,1488,4486,222100,1458
5803,27,1615,570,1245,196900,544
5804,39,584,260,552,275000,235
5805,31,1107,479,616,187500,443
5806,29,902,320,650,268800,334
5807,22,3431,1222,4094,248100,1205
5808,37,1060,332,1025,175000,288
5809,28,1727,506,1200,210700,439
5810,34,2837,776,2287,229000,736
5811,32,3208,1111,2843,218100,1005
5812,47,1383,470,1185,207100,451
5813,44,196,74,194,218800,68
5814,30,1336,396,1255,205000,359
5815,18,3487,1131,3749,221900,1072
5816,45,5980,1856,5217,184500,1772
5817,33,2340,773,2226,217500,754
5818,24,1971,439,1245,260500,430
5819,15,322,88,229,243800,89
5820,14,2946,1025,2542,255900,912
5821,13,739,265,861,181300,246
5822,25,7714,1132,3199,446200,1100
5823,5,3190,489,1362,402900,480
5824,12,1834,316,864,302200,309
5825,6,3120,620,1441,320400,612
5826,8,3615,913,1924,280900,852
5827,9,1704,277,746,326100,262
5828,7,1502,243,586,332400,231
5829,3,4713,1169,2372,287900,1077
5830,4,2962,468,1364,343500,466
5831,11,1692,263,778,349600,278
5832,1,2110,346,984,345300,342
5833,41,759,136,372,328900,135
5834,21,1978,337,834,294400,311
5835,52,1325,254,613,289000,248
5836,42,2322,418,1106,284600,433
5837,50,2860,682,1516,262900,621
5838,40,1524,393,1176,192400,375
5839,49,1878,614,1874,231800,559
5840,48,2209,444,952,341200,403
5841,51,1335,249,485,352100,240
5842,43,1519,331,613,272500,315
5843,2,724,149,420,361700,150
5844,46,589,119,375,222700,122
5845,26,7179,1985,4757,206500,1924
5846,20,7174,1997,4293,251900,1872
5847,17,350,115,342,200000,111
5848,36,5492,1549,2997,172100,1405
5849,19,3112,890,1700,181300,851
5850,23,3801,1116,1986,222700,1078
5851,38,192,41,83,118800,38
5852,35,1594,389,832,212100,340
5853,10,1995,564,1202,250000,544
5854,16,2589,465,1284,247100,485
5855,27,2584,483,1118,245100,459
5856,39,2115,463,1133,222000,439
5857,31,2570,517,1256,226000,510
5858,29,1505,347,799,217000,319
5859,22,814,165,490,223100,176
5860,37,1552,315,785,235500,316
5861,28,1969,377,977,231300,367
5862,34,2122,385,926,231400,362
5863,32,1029,252,613,219900,255
5864,47,1721,343,834,231200,334
5865,44,3046,633,1448,226900,599
5866,30,1393,301,714,229900,295
5867,18,903,190,557,209100,204
5868,45,1676,322,846,209500,295
5869,33,2711,491,1277,224700,490
5870,24,1840,379,866,230400,360
5871,15,2572,613,1280,232000,570
5872,14,858,170,365,225000,171
5873,13,1604,326,814,216000,329
5874,25,1268,240,661,229100,239
5875,5,1328,290,720,226900,289
5876,12,3566,701,1601,232000,653
5877,6,3033,580,1284,232500,561
5878,8,2267,478,1083,250000,458
5879,9,1390,281,538,293800,270
5880,7,1305,228,584,267900,255
5881,3,1934,375,750,251800,365
5882,4,2381,575,1235,247800,499
5883,11,1718,344,756,247000,343
5884,1,1133,212,545,249500,222
5885,17,1717,391,848,254500,353
5886,41,1396,294,608,244500,246
5887,21,2705,649,1676,247900,654
5888,52,493,168,259,17500,138
5889,42,1321,303,471,331800,301
5890,50,3068,756,1190,497400,695
5891,40,1586,377,625,450000,344
5892,49,6082,1763,2616,246900,1644
5893,48,3448,690,1562,258800,643
5894,51,2347,665,1317,349300,547
5895,43,1074,170,403,366700,208
5896,2,1868,356,799,279300,403
5897,46,1359,428,770,234600,380
5898,26,2345,453,1031,278300,427
5899,20,1353,398,1211,205000,357
5900,17,2144,446,860,315000,435
5901,36,3188,931,2118,218300,850
5902,19,2910,917,2522,219400,873
5903,23,2443,498,1601,146000,484
5904,38,1394,313,1111,161800,327
5905,35,1769,410,1499,153500,390
5906,10,1489,326,1389,160300,313
5907,16,271,61,246,164600,62
5908,33,2606,447,1555,193800,404
5909,24,1704,347,1384,155500,374
5910,15,1237,298,1073,154600,293
5911,14,1181,265,1196,167000,269
5912,13,862,280,1243,154200,267
